name,code,summary,OI,OI_sec,OI_mar,EPS,EPS_sec,EPS_mar,PER,PER_sec,PER_mar,EV/EBITDA,EV/EBITDA_sec,EV/EBITDA_mar,ROE,ROE_sec,ROE_mar,DY,DY_sec,DY_mar,52B,52B_sec,52B_mar
아이크래프트,A052460,"동사는 2000년 1월 설립되었으며, 인터넷 네트워크 구축 및 시스템 구축을 주요 사업으로 영위하고 있음. 기간통신사업자의 네트워크 핵심망 공급 레퍼런스를 구축하였고, 이를 기반으로 하여 일반 기업 및 공공부분의 BcN, 전송망, 보안솔루션 등의 토탈 네트워크 구축 서비스를 제공하고 있음. 빅데이터와 클라우드 기반 인프라와 연동한 IoT 플랫폼 확장 서비스 등 추가적으로 진행되는 IoT 관련 사업부분까지 진출할 계획임.2020년 6월 전년동기 대비 연결기준 매출액은 11.1% 증가, 영업손실은 28.7% 증가, 당기순손실은 52.7% 증가. 네트워크 장비 유지보수 및 상품매출 증가로 외형은 성장했으나 여전히 높은 원가율이 개선되지 않아 영업손실 및 순손실 상태를 지속함. 인터넷통신사업자를 대상으로 핵심망과 Application을 수주하고 있으며 집중화 전략 및 솔루션별 다각화 전략을 계획하여 운영하고 있음.",0,"11,261","105,734",-15,"2,145.16",929.35,N/A,36.36,78.76,38.40,14.69,13.99,-0.69,5.56,2.27, ,0.65,0.68,1.18,0.83,1.00
아이텍,A119830,"2005년 2월 설립되었으며 시스템 반도체 테스트하우스로서 시스템 반도체 생산의 마지막 공정인 테스트를 담당. 국내 시스템 반도체 테스트를 전문으로 하고 있는 대표적인 기업으로는 동사를 포함한 4개 업체(에이티세미콘, 테스나, 지엠테스트,아이텍)가 있음. 주요매출 비중은 패키지테스트 48.84%, 웨이퍼테스트 38.25%, 개발매출 9.54% 기타 3.37%로 구성됨.2020년 6월 전년동기 대비 연결기준 매출액은 4% 감소, 영업이익은 57.2% 감소, 당기순손실은 78.2% 감소. 주요 매출인 반도체 테스트 매출 내 웨이퍼 테스트 부분 매출 호조에 따라 전사 외형 성장을 하였으며 추후 지속적 매출증대가 기대됨. 화장품 제조 및 판매를 주 사업으로 하는 삼성메디코스의 지분 인수 및 줄기세포 및 의약품 제조, 판매 등 정관 변경을 함에 따라 향후 사업 다각화가 예상됨.",24,"28,444","105,734",-873,"1,584.80",929.35,N/A,50.13,78.76,7.24,11.83,13.99,-18.93,3.61,2.27, ,0.69,0.68,1.37,1.01,1.00
아이톡시,A052770,"동사는 1997년 설립돼 2020년 코스닥 시장에 상장함. 콘텐츠 제작 사업 및 상품유통(커머스) 사업, 모바일게임 및 온라인게임의 개발과 서비스업을 영위함. 게임 개발 및 공급업체 와이디온라인, 영화, 방송 프로그램 제작사 스튜디오일레븐 등 4개 회사를 연결대상 종속회사로 보유함. 동사 대표 게임은 '이카루스', '미르의전설2', '미르의전설3', '갓 오브 하이스쿨' 등이 있음.2020년 6월 전년동기 대비 연결기준 매출액은 79.7% 감소, 영업손실은 59.8% 증가, 당기순손실은 39.9% 감소. 2019년도 회생절차 이후 신용도 하락으로 주력인 게임사업이 성과를 내지 못하고 있음. 동사 주식은 거래 중지 상태임. 2020년 7월 7일 한국거래소는 업심사위원회를 개최하여 (주)아이톡시에 개선기간 1년을 부여하기로 심의의결함. 2021년 7월 7일이 개선기간 종료일임.",-21,"11,261","105,734",-951,"2,145.16",929.35,N/A,36.36,78.76,N/A,14.69,13.99,완전잠식,5.56,2.27, ,0.65,0.68,0.00,0.83,1.00
아이티센,A124500,"동사는 2005년 설립되어 2014년 코스닥시장으로 이전 상장되었으며 영위하는 사업 부문은 IT 시스템통합(System Integration) 및 유지,보수 사업임. 동사는 공공분야에서 IT인프라 구축 사업을 토대로 성장하여 컨설팅, 서비스구축, 유지보수에 이르기까지 모든 단계의 사업을 수행. 동사는 회사의 역량을 클라우드에 집중하기로 하고 센클라우드 스위트(CCS)라는 플랫폼 구축을 통해 클라우드 얼라이언스 환경 구축 예정임.2020년 6월 전년동기 대비 연결기준 매출액은 40.3% 증가, 영업이익은 85.5% 증가, 당기순손실은 34.2% 감소. 동사 매출은 전년 동기 대비 큰 폭으로 증가했으며 매출 증가에 따라 매출원가 부담이 늘고 판관비와 인건비 등 부담이 증가했지만 매출 증가 폭이 커 영업이익은 전년 동기 대비 2배 가까이 증가함.  영업이익 증가로 인해 당기순이익은 전년 동기 대비 흑자전환에 성공함.",241,"11,261","105,734",21,"2,145.16",929.35,332.97,36.36,78.76,10.34,14.69,13.99,1.06,5.56,2.27, ,0.65,0.68,0.88,0.83,1.00
아이티엠반도체,A084850,"동사는 2000년 2월 23일 설립된 2차전지 보호회로 제품을 주력으로 하며 그 외 2차전지 배터리팩 및 센서 제품을 개발 및 생산 하는 회사임. 향후 전기자동차와 에너지저장장치(ESS) 용 보호회로 및 배터리팩 시장진입을 준비하고 있음.  동사는 NICE 기업집단에 속해있으며, NICE 기업집단은 당사를 포함하여 57개사로 국내법인 44개사, 해외법인 13개사로 구성되어 있음.2020년 6월 전년동기 대비 연결기준 매출액은 14.6% 증가, 영업이익은 42.5% 감소, 당기순이익은 12.3% 감소. 국내 시장에서는 이미 높은 시장점유율을 가지고 있으며 이를 유지하기 위해 고객 맞춤형 제품개발 및 단납기 개발에 집중중. 동사는 본사에 부설연구소를 운영하고 있으며, 2018년 12월 성남시 판교지역(※)에 별도 연구법인 ㈜아이티엔씨를 설립하였고, 2020년 2월 25일부로 화성시 동탄지역으로 이전함.",535,"28,444","105,734","2,219","1,584.80",929.35,19.13,50.13,78.76,13.47,11.83,13.99,22.69,3.61,2.27, ,0.69,0.68,1.15,1.01,1.00
아주IB투자,A027360,"동사는 신기술사업금융회사이자 사모집합투자기구(PEF) 운용회사로서 벤처캐피탈(VC) 사업과 사모투자(PE) 사업을 영위하고 있음. IT융·복합, 바이오/헬스케어, 소비재 및 Secondary펀드 등 다양한 분야의 펀드결성으로 벤처캐피탈로서의 투자실적과 경쟁력을 인정받음. 미국법인의 설립 및 지점 확장을 통해 미국 내 투자분야를 기존 바이오 산업에서 AI, 클라우드, 빅데이터, 로봇, 자율주행 등 4차 산업으로 넓혀가고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 1.1% 증가, 영업이익은 15% 감소, 당기순이익은 14.5% 감소. 매출 확대를 위해 2020년 7월 엑셀러레이터 등록을 완료하였으며, 선제적인 투자 발굴 및 집행을 통해 초기기업의 성장을 도모하고 지속적으로 투자영역을 확대하고자 하고 있음. 정부의 대규모 정책자금이 쏟아지면서 중소기업과 창업, 벤처기업의 혁신성장을 위해 벤처캐피탈 재원은 확대되고 있으므로 성장이 기대됨.",217,"6,984","105,734",137,"1,201.57",929.35,9.07,17.12,78.76, ,7.59,13.99,10.07,5.02,2.27,2.81,1.23,0.68,1.07,0.83,1.00
아즈텍WB,A032080,"동사는 신사. 숙녀. 유니폼용 원단을 자체 생산, 판매하는 기업으로, 1969년 10월 27일 설립되었음. 2000년 10월 코스닥시장에 상장됨. 주요 사업의 내용으로는 직물류 제조판매업, 직물류 임염가공업, 의류제조 판매업, 벤처기업 관련 지분 출자 및 투자 등으로 구성되어 있음. '로썸'과 'AVAMOLLI' 등의 브랜드 제품을 판매함. 부산에 생산시설을 운영함.2020년 6월 전년동기 대비 별도기준 매출액은 31.6% 감소, 영업이익 적자전환, 당기순이익은 93.8% 감소. 코로나19 충격으로 인해 경기가 침체되고 소비심리가 급격히 악화되며 동사 매출이 감소함. 매출원가 등 비용은 줄었으나 매출 감소폭이 비용 감소폭을 웃돌며 영업이익이 적자전환함. 동사는 신제품 개발과 제품의 적기공급, 해외전시회의 적극적인 참여와 판매전략의 GLOBAL화 및 수출 확대로 매출의 증대를 계획하고 있음.",29,"32,896","105,734",226,487.64,929.35,8.22,164.38,78.76,11.35,16.54,13.99,5.12,1.08,2.27, ,0.62,0.68,0.50,1.03,1.00
아진산업,A013310,"동사는 1978년 5월 설립되어 주요사업 자동차 부품, 산업기계용, 농공기용, 치공구 제조 및 판매업 등을 영위하고 있음. 동사는 차량 충돌 시 충격 전달을 최소화하는 자동차 차체 보강 패널류(PNL ASSY F/APRON I/O COMPL 등)을 생산함. OEM 방식 완성차 업체에 부품 납품 및 매출처 다변화를 위하여 독일 부품 업체와 협력을 통해 중국 현지 법인에서 도어모듈 자체 생산 중.2020년 6월 전년동기 대비 연결기준 매출액은 16.3% 감소, 영업이익은 72.9% 감소, 당기순이익은 64.5% 감소. 전방산업의 전반적 업황 부진으로 동사의 매출 또한 하락세를 나타냈으며, 이의 영향으로 원가부담 가중되어 수익성 큰 폭으로 하락한 모습. 고강도, 경량 차체의 수요 증가로 과거 획일화된 제조 방법을 벗어나 Hot Stamping, Aluminum Die Casting 등 다양한 재료 성형기술 도입 긍정적.",278,"32,896","105,734",378,487.64,929.35,6.87,164.38,78.76,4.66,16.54,13.99,7.47,1.08,2.27, ,0.62,0.68,0.65,1.03,1.00
아진엑스텍,A059120,"동사는 1997년 12월에 설립되었으며, 2014년 7월 코스닥시장에 주식을 상장함. 동사는 주문형반도체 설계기술을 이용하여 정밀모션제어기를 자체 기술로 개발, 제조, 판매와 자동화 장비의 제어기 생산을 주된 사업으로 하고 있음. 동사는 FAC 사업, DAQ 사업부분은 GMC 사업, RMC 사업과 기술적 유사성이 많고 기본적인 기술 개발을 하였으며 일부 제품이 개발되어 시장 진입 준비를 하고 있음.2020년 6월 전년동기 대비 별도기준 매출액은 27.3% 증가, 영업이익은 317.8% 증가, 당기순이익은 204.4% 증가. 지난해 하반기부터는 중국의 국진로봇과 합자회사를 설립해 스마트헬스케어 사업을 추진중임. 동사는 4차산업 혁명과 관련된 기술보유 기업으로 모바일, 반도체, 디스플레이, 2차전지, 로봇산업 등 다양한 분야의 범용모션제어 기술을 적용하고 있음.",20,"28,444","105,734",240,"1,584.80",929.35,21.49,50.13,78.76,18.41,11.83,13.99,5.71,3.61,2.27,1.30,0.69,0.68,1.35,1.01,1.00
아톤,A158430,"동사는 1999년 10월 13일에 시스템 소프트웨어 개발 및 공급업을 영위할 목적으로 설립되었으며 현재 핀테크 보안 솔루션과 간편인증 서비스를 주 사업으로 영위하고 있음. 제품 및 서비스는 ‘핀테크 보안 솔루션’, ‘핀테크 플랫폼’, ‘티머니 솔루션’, ‘스마트 뱅킹’으로 나뉨. 계열회사는 동사를 포함하여 비즈인포그룹, 케이에프씨, 에이티애널리틱스 등 4개사임. 2019년 10월 17일 코스닥 시장에 상장함.2020년 6월 전년동기 대비 연결기준 매출액은 15.8% 감소, 영업이익은 47.6% 감소, 당기순이익은 15.5% 감소. 보안매체를 통해 사용자의 인증 부담을 줄임에 따라 고객의 서비스 이용 만족도가 높아지면서 보안매체 이용은 더욱 활성화될 전망임. 동사는 하드웨어 기반의 보안매체가 갖는 개발 및 유지보수 상의 한계를 극복하기 위해 국내 최초로 소프트웨어 보안매체를 개발하여 보급하는 등 선도적으로 기술 혁신을 견인중.",41,"11,261","105,734","-3,109","2,145.16",929.35,N/A,36.36,78.76,22.71,14.69,13.99,-40.57,5.56,2.27, ,0.65,0.68,1.06,0.83,1.00
아프리카TV,A067160,"동사는 1996년 설립돼 2003년 코스닥 시장에 주식을 상장함. 1인 미디어 플랫폼 'AfreecaTV'를 운영함. 프리캡, 아프리카프릭스, 비알캠페인 등 13개 회사를 연결대상종속회사로 보유함. 동사의 대표 서비스인 'AfreecaTV'는 보다 대중적인 서비스를 제공하기 위하여 다양한 콘텐츠 및 이용자 확보에 역량을 집중하고 있으며 TV 및 오프라인으로의 플랫폼 확장 노력 지속.2020년 6월 전년동기 대비 연결기준 매출액은 8.9% 증가, 영업이익은 0.7% 증가, 당기순이익은 12% 감소. 광고 이외에 기부경제선물과 같은 유니크한 사업 모델을 구축하고 있는 'AfreecaTV'는 실시간 소통이라는 1인 미디어의 특성과 함께 VOD 등의 서비스 포트폴리오를 확장중. e스포츠 리그를 더욱 활성화 하기 위하여 TV채널을 확보. 온라인뿐 아니라 다양한 채널로 e스포츠 리그 및 관련사업을 확장중임.",367,"11,261","105,734","2,990","2,145.16",929.35,23.04,36.36,78.76,16.75,14.69,13.99,32.52,5.56,2.27,0.80,0.65,0.68,0.82,0.83,1.00
안국약품,A001540,"1955년 설립되었으며, 주요 목적사업으로는 의료약품급 화공약품 의료기구 및 위생재료의 생산 및 판매업,  원료약품 소분업, 생명공학 관련사업 등이 있음.  연결대상 종속회사는 4개사로 안국바이오진단(주), 안국뉴팜(주), 빅스바이오(주), (주)메디페르 등이 있음. 국내 제약업계는 외국계 제약사들이 경쟁하고 있으며, 최근에는  원료의약품, 신약개발, 바이오산업의 형태로 대기업의 진출이 가속화 되고 있음. 2020년 6월 전년동기 대비 연결기준 매출액은 5.9% 증가, 영업이익 흑자전환, 당기순이익 적자전환. 전년동기대비 원가율 상승에도 불구하고 매출액 확대와 판관비 절감에 힘입어 영업이익이  증가하면서 흑자전환함. 동사는 진해거담제시장, 소화기계시장, 소염진통제시장, 눈 영양제시장 등에서 높은 시장점유율을 차지하고 있으며, 품목구조는 전문의약품 위주로 구성됨.",24,"32,896","105,734",194,487.64,929.35,55.29,164.38,78.76,22.37,16.54,13.99,1.72,1.08,2.27,2.05,0.62,0.68,0.93,1.03,1.00
안랩,A053800,"동사는 1995년 3월 15일에 설립되었으며 2001년 한국거래소 코스닥시장에 주식을 상장함. 동사는 글로벌 통합보안 기업으로서, 컨설팅-솔루션-관제 등 시큐리티 라이프 사이클 상의 기술과 서비스를 자체 역량으로 제공하는 국내 유일의 통합보안업체임. 계열회사를 통하여 일본의 경우 모바일 보안 솔루션을 집중적으로 전개하고 있고, 중국에서는 수많은 제조업체가 산재해 있는 점을 감안해 생산라인 보안과 네트워크 보안에 주력하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 5.1% 증가, 영업이익은 3.5% 증가, 당기순이익은 3.6% 증가. 전년동기 대비 당기 전체 매출액이 약 5.1% 증가했지만, 비용 부문에서의 증가로 인해 영업이익은 전년동기와 비슷한 수치를 보임. IoT 관련 보안 위협을 해결하기 위해 규제를 통한 IoT 기기의 정보보안 및 무선통신망의 안전성 강화가 요구됨에 따라 동사의 성장이 예상됨.",184,"11,261","105,734","1,912","2,145.16",929.35,34.26,36.36,78.76,24.18,14.69,13.99,9.57,5.56,2.27,1.37,0.65,0.68,0.60,0.83,1.00
안트로젠,A065660,"동사는 2000년 3월 설립된 바이오 벤처기업으로, 바이오 의약품의 일종인 세포치료제 중 다양한 조직의 세포로 분화하는 능력을 가진 줄기세포를 기반으로 치료제를 개발 및 생산하고 있음. 세계 최초로 희귀질환인 크론성 누공 질환에 대한 지방유래 줄기세포치료제인 큐피스템을 개발하였으며, 현재 시판중임. 주요 파이프라인으로는 당뇨병성 족부궤양 치료제(미국 임상 2상), 이영양성수포성 표피박리증 치료제(일본 임상 1/2상 완료)가 있음.2020년 6월 전년동기 대비 별도기준 매출액은 1% 증가, 영업손실은 75.1% 증가, 당기순손실은 1553.2% 증가. 전년동기 대비 외형 변화는 거의 없으며, 연구비 등 판관비 부담 증가로 영업손실은 더욱 확대됨. 크론성누공치료제 큐피스템의 매출액이 지속적으로 증가하고, 탈모치료제와 기능성화장품 등 판매 증가로 줄기세포 분야 매출이 증가 추세로 실적개선 기대됨.",-29,"10,387","105,734",-457,280.23,929.35,N/A,216.36,78.76,N/A,15.49,13.99,-6.51,0.85,2.27, ,0.42,0.68,2.07,1.00,1.00
알로이스,A297570,"동사는 시청자가 원하는 콘텐츠를 디코딩하여 TV 등의 디스플레이 장치를 통해 시청할 수 있도록 영상을 출력해주는 주는 멀티미디어 장치인 안드로이드 OTT BOX을 영위함. 현재 동사는 CAS, CI를 주력시장으로 하고 있으며, 매출에 있어서도 높은 비중을 차지하고 있음. 동사의 Hybrid 제품의 수요 또한 OTT 만큼의 증가세를 보이는 상황이며, 한국 업체 중 중동/아프리카 Open market 거래 업체는 동사가 유일한 상황.2020년 6월 전년동기 대비 별도기준 매출액은 29.7% 감소, 영업이익은 14.5% 감소, 당기순이익은 9.2% 감소. 동사는 유럽지역에서 2020년 6월 기준 5792백만원, 북아메리카에서 3006백만원의 매출을 기록하고 있음. 안드로이드용 DVB PVR 제품개발, 안드로이드용 IPTV 제품개발, 인증 서버 개발, 이미지 자막 번역 기능 등 다양한 영역에서 연구개발 실적을 내고 있음.",42,"28,444","105,734",-232,"1,584.80",929.35,N/A,50.13,78.76,9.48,11.83,13.99,-34.19,3.61,2.27, ,0.69,0.68,0.71,1.01,1.00
알리코제약,A260660,"동사는 1992년 12월 의약품의 연구, 제조 및 판매를 목적으로 설립됨. 제네릭 의약품을 제조 및 판매하는 완제의약품업체로서 제네릭의약품의 국내 판매 및 타 제약사 제품 수탁생산(CMO 사업)을 하고 있으며 알러지/ 호흡기질환 치료제 , 소화기용제와 같은 제품이 있음. 동남아, 중남미 등 제네릭 해외수출 뿐만 아니라 천연물 의약품 및 건강기능식품 개발 및 판매를 영위함.2020년 6월 전년동기 대비 별도기준 매출액은 12.6% 증가, 영업이익은 14.9% 증가, 당기순이익은 19.5% 증가. 주력 품목인 콜리아틴연질캡슐 프래빅스정, 크레스정 모사린정 엘도신캡슐, 록사펜정 등 순환계질환 중심으로 고루 매출이 성장하였음. 수익성 높은 전문의약품 위주 제품 리뉴얼과 다품종 소량 생산 체계 유지로 향후 지속적인 성장이 기대되고 있음.",125,"32,896","105,734","1,041",487.64,929.35,13.55,164.38,78.76,9.66,16.54,13.99,15.10,1.08,2.27,1.42,0.62,0.68,1.44,1.03,1.00
알서포트,A131370,"동사와 종속회사는 원격 소프트웨어 개발 및 공급 사업을 영위하고 있음. 원격지원과 원격제어 분야에 지속적인 기술 투자와 사업 역량을 집중해오고 있으며, 그에 따른 성과로 일본 및 아시아 시장 내 점유율 1위 기업이고, 세계 5위 글로벌 기업(IDC Report, 2015)으로 성장함. 세계 최초의 안드로이드기반 모바일 원격지원 솔루션인 리모트콜 모바일팩을 출시하여 신규 시장을 리드하고 있음.2020년 3월 전년동기 대비 연결기준 매출액은 12.1% 증가, 영업이익은 33.5% 감소, 당기순이익 적자전환. 현재 코로나 사태로 비대면 산업 급성장. B2B 분야에 대한 사업을 강화하고, 동시에 B2C 사업을 확대하여 사업적인 안정성과 성장성을 목표로 하고 있음.  선점한 시장에서의 지속적인 경쟁 우위 확보, 유통채널과의 공조 강화 보다 적극적인 B2B 마케팅을 주요 판매 전략의 골자로 하고 있음.",58,"11,261","105,734",162,"2,145.16",929.35,16.45,36.36,78.76,19.35,14.69,13.99,14.87,5.56,2.27,0.75,0.65,0.68,0.66,0.83,1.00
알에스오토메이션,A140670,"동사는 2009년 공장자동화장비의 개발, 생산 및 판매를 목적으로 설립되었으며 주요제품은 MMC-E 로봇 모션제어기, ESS용 전력변환장치(PCS) 등이 있음. 로봇 모션 제어 및 에너지 제어 장치를 제품군으로 보유한 국내 유일의 기업임. 동사가 제공하는 모션제어기 및 드라이브 제품들은 4차 산업혁명 및 이의 근간이 되는 IoT, 로봇, 스마트 팩토리 등의 핵심 장치들임.2020년 6월 전년동기 대비 연결기준 매출액은 0.6% 증가, 영업이익은 261.5% 증가, 당기순손실은 13.8% 감소. 전반적으로 국내외 경기부진 심화가 지속되고, 3저(저성장,저물가,저금리)현상으로 글로벌 경기 및 국내 제조업 경기 부진세가 지속 전망. 동사는 에너지 제어장치의 핵심인 파워스텍, 로봇모션부문의 신제품과 출시예정인 제품(지능형 고성능 서보, 25bit 엔코더)을 기반으로 시장확대 추진.",1,"28,444","105,734",16,"1,584.80",929.35,557.30,50.13,78.76,40.71,11.83,13.99,0.38,3.61,2.27, ,0.69,0.68,1.21,1.01,1.00
알에프세미,A096610,"동사는 반도체 소자 제조 및 판매 등을 영위할 목적으로 1999년 10월에 설립되었으며, 소자급 반도체 칩 개발에서 생산, 장비기술까지 Total Solution을 제공하는 반도체 전문기업임. 주요 제품으로는 ECM Chip, TVS Diode, Driver IC, LED Module, LED 조명 등이 있음. 최근 ECM Microphone을 이용한 전자담배 시장도 규모가 커지고 있어 이에 대비하여 제품 개발 및 출시를 추진함.2020년 6월 전년동기 대비 연결기준 매출액은 32.7% 감소, 영업이익 적자전환, 당기순이익 적자전환. 매출하락과 판매비와 관리비 감소로 영업이익과 당기순이익은 전년 동기 대비 적자전환함. 반도체 부문은 FAB 공정 및 PKG 공정의 설비와 MEMS Microphone 양산 준비를 위한 장비 및 설비를 계획하고 있음. LED 조명부분은 수주상황에 따라 유동적으로 설비 확보할 예정.",-8,"28,444","105,734",-339,"1,584.80",929.35,N/A,50.13,78.76,11.79,11.83,13.99,-5.37,3.61,2.27,0.24,0.69,0.68,1.25,1.01,1.00
알에프텍,A061040,"동사는 1995년 설립되어 현재 IT사업(모바일 기기의 부가장치 제조 및 판매)과 LED사업(LED 조명기기 제조 및 판매)을 영위하고 있음. IT사업은 모바일 기기 부가제품을 연구개발, 생산, 판매하는 기업으로 동사의 기술적 우위 및 해외 현지화 전략을 통해 모바일기기 부가제품을 삼성전자에 ODM 방식으로 공급. 신성장동력으로 히알루론산 필러와 보툴리눔 독소를 활용한 바이오 의약품 등을 연구개발, 제조하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 6.8% 증가, 영업이익은 25.3% 증가, 당기순손실은 31.9% 감소. 주력 제품인 휴대폰용 충전기와 데이터 연결 케이블(DLC) 사업 호조로 외형이 성장했으나 영업손익 개선은 크지 않았고 순손실을 보이며 적자 지속. 고부가제품의 개발, 해외 시장 공략 및 원가 경쟁력 증대 등으로 기존 사업을 성장시키고 의약품, 의료기기, 화장품 사업 등 신규 사업을 추진하는 성장전략을 보유함.",131,"28,444","105,734",-84,"1,584.80",929.35,N/A,50.13,78.76,8.81,11.83,13.99,-1.42,3.61,2.27, ,0.69,0.68,1.02,1.01,1.00
알엔투테크놀로지,A148250,"동사는 2002년 3월 설립되어 2013년 12월 코넥스 시장에 상장하였고 2016년 6월 코스닥 시장에 이전상장함. 동사는 MLC(Multi-Layer Components), MCP(Multilayer Ceramic PCB), 소재사업을 영위하고 있음. 동사의 5G 포함 무선통신 장비용 부품은 글로벌 시장에서 경쟁하고 있으며 경쟁사 대비 고주파 특성 및 내환경성이 우수한 제품을 제조하고 있음.2020년 6월 전년동기 대비 별도기준 매출액은 18.6% 증가, 영업이익은 54.2% 증가, 당기순이익은 114.1% 증가. 무선통신 중계기용 부품으로 사용되는 MLC(Multi-Layer Components) 매출이 전년대비 급감하면서 외형이 축소되었고 고정비 효과로 손익이 대폭 악화됨. 배터리보호소자 부문 UL인증, TUV인증 하고 양산라인을 세팅하는 등 신성장동력 마련에 힘쓰는 중임.",28,"28,444","105,734",129,"1,584.80",929.35,82.12,50.13,78.76,12.75,11.83,13.99,3.38,3.61,2.27,0.47,0.69,0.68,0.60,1.01,1.00
알테오젠,A196170,"동사는 2008년 설립되어 2014년 기술특례로 코스닥 시장에 상장한 바이오기업임.  항체약물 융합(ADC) 기술등을 활용한 기존 바이오의약품을 개선하는 바이오베터 사업과, 이머징 마켓을 타겟으로 아일리아, 허셉틴 등 바이오시밀러 개발 사업을 영위중. 원천기술로 ADC 기술(NexMabTM), 바이오의약품의 반감기를 증가시키는 NexPTM 융합 기술, 정맥주사를 피하주사 제형으로 변경시키는 hybrozyme 기술 등을 보유.2020년 6월 전년동기 대비 연결기준 매출액은 155.6% 증가, 영업이익 흑자전환, 당기순이익 흑자전환. 향후 NexP™ 융합 기술, NexMab™ ADC 기술 등과 같은 기반 기술을 활용하여 개발 중인 파이프라인 이외에 추가로 바이오의약품을 개발할 계획이 있음. 히알루로니다아제 원천 기술 부문에서 10대 글로벌 제약사에 비독점적 기술 이전 계약을 체결하여 피하주사(SC) 제형으로 개발을 진행하고 있음.",-23,"3,555","105,734",-26,-348.68,929.35,N/A,N/A,78.76,N/A,28.36,13.99,-1.03,-0.84,2.27, ,0.87,0.68,1.94,1.28,1.00
알톤스포츠,A123750,"1994년에 설립된 동사는 레져용 자전거와 전기자전거의 생산 및 판매를 주요 사업으로 하고 있음. 주요 목표시장은 전기자전거를 중심으로한 스마트모빌리티 시장이며, 이를 중심으로 공공자전거 시장에서 점유율을 확대하는 것을 목표로 하고 있음. 국내 1위 자전거 제조회사로써 동사가 보유한 디자인 및 제조기술 역량과 제품 품질 경쟁력을 바탕으로 일본 및 유럽, 미국 등 선진 해외 시장을 적극적으로 공략중임.2020년 6월 전년동기 대비 연결기준 매출액은 12.9% 증가, 영업이익 흑자전환, 당기순이익 흑자전환. 레저부문 호조에 따라 외형 성장. 원가율 개선과 판관비, 인건비 절감으로 영업이익이 전년 대비 60.9억원 오르며 흑자전환함. 전기자전거를 중심으로한 스마트모빌리티 시장이며, 이를 중심으로 공공자전거 시장에서 점유율을 확대를 목표로 하고 있음.  전기자전거내 Product Mix를 확대하고 있음.",-106,"32,896","105,734",-959,487.64,929.35,N/A,164.38,78.76,N/A,16.54,13.99,-55.55,1.08,2.27, ,0.62,0.68,0.58,1.03,1.00
알티캐스트,A085810,"동사는 1999년 2월 1일에 설립되었으며, 2013년 12월 6일 코스닥시장에 주식을 상장함. 동사의 주요사업은 영위하는 디지털 방송용 소프트웨어 개발 사업 및 주요 종속회사인 신한발브공업(주)가 영위하는 자동차 엔진용 부품 제조 사업과 (주)카테노이드가 영위하는 온라인 비디오 플랫폼 사업을 영위하고 있음. 동사의 주요 제품으로는 디지털방송용 소프트웨어인 AltiPlatform, Altiview, Ambient TV 등이 있음.2020년 6월 전년동기 대비 연결기준 매출액은 10.8% 증가, 영업손실은 84.8% 감소, 당기순이익 흑자전환. 원가율 개선을 바탕으로 영업적자를 줄였으며 당기순손실 규모도 크게 줄였음.  동사의 신성장동력으로 MSP사업부문을 별도로 구성하고 휴맥스 그룹에서 진행중인 교통/운송 수단 혁신 서비스를 총괄하여 운영할 Smart Mobility Service Platform 개발을 진행, 상용화를 예정.",-157,"11,261","105,734","-1,248","2,145.16",929.35,N/A,36.36,78.76,N/A,14.69,13.99,-35.68,5.56,2.27, ,0.65,0.68,1.34,0.83,1.00
알파홀딩스,A117670,"동사는 시스템반도체를 전문으로 개발 공급하고 있는 바 RTL 설계 및 SoC Chip Implementation, IR Receiver 제품 개발 공급을 영위하고 있음. 계열회사를 통해 인터류킨 치료제 등 바이오사업과 방열소재 개발 공급 사업 및 태양과 발전 시스템 개발사업을 영위하고 있음. 매출은 반도체 98.13%, HDMI솔루션 4.35%, 태양광건축외장재 0.77% 등으로 구성됨2020년 6월 전년동기 대비 연결기준 매출액은 7.1% 증가, 영업손실은 61.9% 증가, 당기순이익 적자전환. 인수 합병한 IR리시버 사업과 이미지센서사업의 실적증가로 매출은 증가하였으나, 판관비와 인건비 등의 증가로 영업이익은 감소세를 시현함. 미국에서 5G산업에 대한 대대적 투자로 AI 및 자율주행에 필요한 시스템반도체 관련 기술제공 및 매출에 대한 증대가 기대됨.",-37,"28,444","105,734",-713,"1,584.80",929.35,N/A,50.13,78.76,N/A,11.83,13.99,-21.13,3.61,2.27, ,0.69,0.68,1.15,1.01,1.00
