name,code,summary,OI,OI_sec,OI_mar,EPS,EPS_sec,EPS_mar,PER,PER_sec,PER_mar,EV/EBITDA,EV/EBITDA_sec,EV/EBITDA_mar,ROE,ROE_sec,ROE_mar,DY,DY_sec,DY_mar,52B,52B_sec,52B_mar
신흥,A004080,"동사는 치과용기자재의 제조 및 도ㆍ소매를 목적으로 1964년 설립되었으며, 1991년 유가증권시장에 주식 상장하였음.  치과 의료기기 및 치과용 재료의 제조 및 유통 회사로, 주요 제품은 치과용 진료대 (유니트 체어), 치과용 합금, 치과용 X선 촬영기, 공기압축기 등이 있음.  치과 유니트체어 개량 신제품의 계속적인 출시와 치과용 귀금속 시장의 매출 호조, 임플란트 판매 확대 등을 통해 국내의 경쟁 우위를 유지해나가고 있음. 2020년 6월 전년동기 대비 연결기준 매출액은 4.6% 감소, 영업이익은 230.9% 증가, 당기순이익은 1436.3% 증가. 전년동기대비 매출액은 줄었으나 원가율 하락과 판관비 절감 노력에 힘입어 영업이익이 증가함. 치과의료인의 개업자금 및 시설자금에 대한 대여 등을 주요 업무로 영위하는 연결대상 종속회사 (주)신흥캐피탈의 영업외비용이 대폭 증가하여 순이익 대폭 증가함.",30,"56,533","1,381,841",213,"2,581.43","3,242.61",44.66,28.06,19.81,20.59,9.02,7.14,2.33,2.88,4.70,2.10,1.64,1.99,0.06,0.84,1.00
쌍방울,A102280,"티이씨앤코로부터 2008년 분할기일로 하여 인적분할 방식으로 설립된 분할신설회사로 섬유류(내의류 및 의류)의 제조 및 유통업을 영위하고 있음. 제조업으로는 국내의 재단 수주가공 사업을 영위하고 있고, 도소매업으로는 내의류를 주력 중심으로 국내외 사업을 영위하고 있음. 패션 브랜드 개념이 전무하던 1987년, 자체 브랜드인 트라이(TRY)를 런칭해 최고의 시장 점유율을 기록하며 국내 내의 시장의 패러다임을 바꾸어 놓았음.2020년 6월 전년동기 대비 연결기준 매출액은 1.1% 증가, 영업이익 적자전환, 당기순이익 적자전환. 동사는 브랜드 가치 향상 및 유통 혁신 사업인 트라이 오렌지 유통망 구축 사업에 박차를 가하고 있음. 트라이 오렌지 유통망은 업계에서 최초로 선보인 원스톱 패밀리 언더웨어 쇼핑몰로 백화점식 인테리어와 POS, E-Catalog 등 최신식 유통 및 물류 시스템을 갖춘 전문 매장임.",-103,"5,512","1,381,841",-250,"1,121.74","3,242.61",N/A,46.03,19.81,N/A,8.90,7.14,-19.68,1.91,4.70, ,1.44,1.99,0.31,0.62,1.00
쌍용양회공업,A003410,"동사는 1962년 설립되어 시멘트사업, 석회석사업, 해운사업, 환경자원사업, 임대사업을 영위하고 있으며 1975년 유가증권시장에 상장함.  종속회사들이 영위하는 사업에는 시멘트사업(쌍용기초소재, 한국기초소재, 대한시멘트, 대한슬래그), 해운사업(쌍용로지스틱스, 한국로지스틱스), 레미콘사업, 골재사업(이상 쌍용레미콘)등이 있음. 국내 시멘트 시장에서 매년 평균 20% 이상의 점유율을 기록하고 있으며, 영업 영역 확장해나가고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 8.1% 감소, 영업이익은 14.6% 증가, 당기순이익은 4.3% 증가. 시멘트 내수는 정부의 강력한 부동산 억제정책으로 주택건설경기 하락세까지 겹치면서 감소세를 이어오고 있는 실정임. 전년동기대비 매출액은 감소하였으나 매출원가 및 판매비와 관리비, 인건비 및 복리후생비 등의 비용절감으로 영업이익과 순이익 증가함.","2,284","7,892","1,381,841",259,"2,038.07","3,242.61",21.86,21.33,19.81,9.08,10.51,7.14,7.01,4.72,4.70,7.41,3.50,1.99,0.55,0.86,1.00
쌍용자동차,A003620,"1962년 설립된 동사는 현재 평택공장에서 체어맨W, 렉스턴W, 티볼리 등 완성차를 생산하고 있으며, 창원공장에서는 상기 차량의 엔진을 생산. 2015년 출시한 티볼리는 소형 SUV 시장 개척의 선구자로 인식되고 있으며 그 인기를 유지하기 위해 국내 최소의 주문제작형 콘셉을 도입함.  SUV 전문 브랜드인 동사는 레저문화가 커지면서 카라반 캠핑과 펫 글렘핑, 낚시에 제격인 SUV를 시장에서 차별화 시키는 전략으로 성장 계획.2020년 6월 전년동기 대비 연결기준 매출액은 27.4% 감소, 영업손실은 180.5% 증가, 당기순손실은 160.9% 증가. 코로나19 사태로 인하여 전반적으로 시장 규모가 축소된 상황에서 동사 또한 판매량이 감소한 모습. 해외의 경우 지난해 같은 기간 대비 약 40% 감소한 모습. 수익성 측면에서는 매출원가율 상승 및 판관비 증가 여파로 크게 악화된 모습. 보다 적극적인 비용관리가 시급한 상황.","-2,819","86,091","1,381,841","-2,291","2,563.84","3,242.61",N/A,17.61,19.81,N/A,10.04,7.14,-62.27,3.36,4.70, ,1.81,1.99,1.17,0.85,1.00
써니전자,A004770,"동사는 수정진동자 및 응용제품 등 정밀공업용제품을 제조, 판매함.  자회사 삼우통신주식회사는 통신기기, 산업용 전자전기기기, 컴퓨터 및 주변기기 제조와 판매업, 수출입업, 인터넷을 통한 광고사업, 부동산 매매 및 임대업 등을 영위함. 수정진동자는 이동통신, 전자기기 핵심 부품으로 TV, 컴퓨터, 음향기기, 휴대폰, 위성통신장비 등에 사용됨. 아직까지 수정진동자를 대체할 부품이 개발되지 않아 지속적인 수요증대가 예상됨.2020년 6월 전년동기 대비 연결기준 매출액은 3.2% 감소, 영업이익은 157.1% 증가, 당기순이익 흑자전환. 유, 무선 통신장비 수요는 증가하고 있으나 기술력을 앞세운 일본업체들의 국내시장 진출 강화 및 가격 경쟁력을 바탕으로 한 중국업체들의 시장진입으로 인하여 업체간의 수주 경쟁이 더욱 치열해짐. 동사는 LCD, OLED,UHD 등 신시장 공략을 통해 실적을 개선하고자 함.",42,"340,067","1,381,841",18,"10,639.82","3,242.61",211.21,21.34,19.81,26.78,6.70,7.14,1.28,6.12,4.70, ,2.06,1.99,0.57,1.48,1.00
쎌마테라퓨틱스,A015540,"동사는 1981년 9월 2일 설립되어 1989년 9월 2일에 유가증권시장에 상장됨. 2020년 1월 31일 쎌마테라퓨틱스로 상호를 변경하였음. 동사는 치재료 유통사업, 영상판독 및 디지털솔루션을 메디파트너 네크워크병원에 독점 공급 하고 있음. 자회사를 통해 건설기계 임대 및 용역사업, 광고기획 및 대행업을 영위함. 의료사업부의 주력 품목인 선진공방식의 고압증기멸균기(제조)는 국내 의료시장의 3위에 해당하는 출하실적을 기록 중임.2020년 6월 전년동기 대비 연결기준 매출액은 10.1% 감소, 영업손실은 30.4% 감소, 당기순손실은 2.4% 증가.  쎌마테라퓨틱스는 코로나 치료제를 비롯해 수요가 높은 의약품 개발을 진행 중이며 자회사 베빅의 방사선색전술을 도입할 예정임.  방사선색전술의 한국 및 아시아, 미주 지역 판매승인을 위한 임상도 준비하고 있어 내년부터는 방사선색전술에 따른 쎌마테라퓨틱스의 실적 개선이 기대됨.",-127,"80,528","1,381,841","-3,340","5,162.54","3,242.61",N/A,35.78,19.81,N/A,12.17,7.14,-724.10,6.55,4.70, ,1.03,1.99,0.27,0.67,1.00
씨아이테크,A004920,"동사는 컴퓨터시스템 개발 및 판매업, 소프트웨어 연구개발 및 판매업, 정보통신 관련 컨설팅 및 시스템 통합 관련 사업, 컴퓨터 관련 용역, 기타 사업 등을 영위하고 있음. 사업부문은 IT사업부문, 유통사업부, 부동산 사업으로 구성됨. 2018년 4월 소프트웨어 개발/자문/공급업을 영위하는 한국도서관정보센터를 인수함. 2018년 12월 유,무선통신장비 등을 개발 제조 판매하는 씨그널정보통신를 인수하여 종속회사로 편입함.2020년 6월 전년동기 대비 연결기준 매출액은 28% 증가, 영업손실은 45.9% 감소, 당기순손실은 263.9% 증가. 관공서, 학교 또는 서비스기업의 자동증명발급기, 티켓발권기, 디지탈 광고 KIOSK, 디지탈 안내 KIOSK, 하이파이 오디오, 통신미디어 제품 등을 제조/판매하는 사업을 활발하게 진행중. 유통사업은 업계전반이 어려운 상황이어서 비중을 줄여나가고 있음.",-31,"722,211","1,381,841",-237,"4,566.62","3,242.61",N/A,23.63,19.81,81.66,8.14,7.14,-15.96,4.57,4.70, ,1.82,1.99,0.55,1.17,1.00
씨에스윈드,A112610,"2006년 설립되었으며 풍력발전 설비 및 제조, 관련 기술 개발, 강구조물 제작 및 설치, 풍력발전 관련 컨설팅 및 지원서비스 사업을 영위. 풍력발전기를 높은 곳에 설치 가능하게 하는 풍력발전 타워 및 풍력발전 타워용 알루미늄 플랫폼 등을 생산하고 있음. 동사는 미국, 유럽, 호주 시장의 폭발적인 풍력 타워 수요에 대응하기 위해 과감한 설비투자 및 인력채용을 통해 생산능력을 대폭 증가시킴.2020년 6월 전년동기 대비 연결기준 매출액은 1.7% 증가, 영업이익은 54.2% 증가, 당기순이익은 63.6% 증가. 동사는 대만의 유일한 해상풍력 타워 제조업체로서 대만 시장에 성공적 진출,  작년 11월부터 대만 법인의 타워 생산을 개시. 19년 이후 다시 풍력발전 산업이 급성장 중이며, 포스트 코로나 시대를 앞두고 그린뉴딜 등의 정책으로 글로벌 풍력 시장의 성장에 긍정적인 영향이 기대됨.",601,"33,922","1,381,841","1,846",681.26,"3,242.61",20.59,44.35,19.81,10.05,8.57,7.14,9.92,2.41,4.70,1.21,1.87,1.99,0.97,0.99,1.00
아남전자,A008700,"동사는 칼라 및 흑백텔레비젼 수상기의 제조, 판매 등을 목적으로 1973년 설립되었으며 1984년 유가증권시장 상장됨. 세계 유수의 AV기업과 비지니스를 통한 세계적인 Audio 전문기업으로서 디지털 영상기기와 연계된 첨단 고부가가치 컨버전스 가전제품 등을 생산함. IoT/ ICT 융복합 개발영역 확대와 Far Field application 음성인식 기술확보와 다국어지원 음성기술 역량강화하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 15.9% 감소, 영업이익은 91.1% 감소, 당기순이익 적자전환. 전년동기대비 매출액 감소와 비용 상승으로 영업이익은  대폭 감소하였음. 영업외 기타비용의 영향으로 당기순이익 역시 순손실로 전환. 동사는 D&M, Harman Kardon, Yamaha, Teac, NAD 등 세계 유명 바이어들로부터 AV 기기 등을 수주받아 해외현지법인 공장을 이용하여 제품을 수출.",31,"340,067","1,381,841",6,"10,639.82","3,242.61",360.27,21.34,19.81,24.26,6.70,7.14,0.78,6.12,4.70, ,2.06,1.99,1.13,1.48,1.00
아모레퍼시픽,A090430,"동사는 2006년 6월 1일에 (주)아모레퍼시픽그룹(舊 (주)태평양)을 인적분할하여 설립되었으며, 2006년 6월 29일 유가증권시장에 주식을 상장함. 동사는 화장품의 제조 및 판매, 생활용품의 제조 및 판매, 식품(녹차류, 건강기능식품 포함)의 제조, 가공 및 판매사업을 영위하고 있음. 사업부문은 크게 화장품 사업부문과 DB(Daily Beauty) 사업부문으로 구분됨.2020년 6월 전년동기 대비 연결기준 매출액은 23.1% 감소, 영업이익은 65% 감소, 당기순이익은 55.1% 감소. 중국 매출액은 10%대 초반대로 감소하면서 1분기 30% 역성장에서 감소폭은 크게 축소됨. 하반기 중국 사업은 럭셔리, 온라인 위주의 포트폴리오에 힘입어 외형 성장이 가능할 전망임. 비용구조의 슬림화와 아울러 브랜드 파워가 외형확장의 관건이라는 분석임.","4,278","127,272","1,381,841","3,460","2,568.61","3,242.61",57.80,39.30,19.81,13.84,9.52,7.14,5.36,2.71,4.70,0.50,1.32,1.99,1.05,1.00,1.00
아모레퍼시픽그룹,A002790,"지주회사인 동사는 연결 대상 법인으로 아모레퍼시픽과 화장품 판매사업을 영위하는 이니스프리, 에뛰드, 에스쁘아 등. 프리미엄 시장에서 ‘마몽드’는 플라워 스토리를 체험할 수 있는 플래그십 스토어 오픈을 통하여 고객에게 차별화된 브랜드 경험을 제공하고 있음. 생활용품 부문의 오랄 카테고리에서 자연주의 덴탈케어 브랜드 ‘플레시아’를 출시하여 고객 저변을 확대하고있음.2020년 6월 전년동기 대비 연결기준 매출액은 23.4% 감소, 영업이익은 67% 감소, 당기순이익은 57.4% 감소. 주력 계열사인 아모레퍼시픽의 실적 부진과, 로드샵 중심의 이니스프리 및 에뛰드 역시 부진을 면치 못하고 있는 상황. 경쟁심화와 더불어 코로나19 사태로 인하여 지금의 상황 상당기간 이어질 듯. 향후 부진점포 구조조정, 신채널 공략 및 온라인 비중 확대를 통해 실적 개선 도모할 것으로 기대.","4,982","127,272","1,381,841","1,498","2,568.61","3,242.61",55.19,39.30,19.81,9.78,9.52,7.14,4.12,2.71,4.70,0.36,1.32,1.99,1.20,1.00,1.00
아세아,A002030,"동사는 회사본부 및 경영컨설팅 서비스업 등을 영위함. 유가증권시장에 상장돼있음. 아시아시멘트, 아세아제지, 한라시멘트 등을 연결대상 종속회사로 보유함. 종속회사들이 영위하는 사업에는 시멘트사업, 제지사업, 창업투자업, 재생재료가공처리업, 비철금속제련업, 영농업 등이 있음. 신대양제지, 삼보판지, 태림포장, 한국수출포장 등이 제지 부문 주요 경쟁사임. 창업 투자 부문은 에이티넘인베스트먼트, 스톤브릿지벤처스 등이 주요 경쟁사임.2020년 6월 전년동기 대비 연결기준 매출액은 3.3% 감소, 영업이익은 22.8% 감소, 당기순이익은 39.4% 감소. 코로나19 충격으로 인한 국내외 산업 부진과 경기 침체, 건설경기 부진 등이 실적 악화의 주요 원인으로 분석됨. 전자상거래 시장 성장에 힘입은 택배시장 성장 및 제지 수요 증가, 정부의 SOC 투자 확대 등은 중장기적으로 호재로 작용할 전망임.","1,581","80,528","1,381,841","22,002","5,162.54","3,242.61",4.70,35.78,19.81,5.49,12.17,7.14,6.37,6.55,4.70,1.69,1.03,1.99,0.40,0.67,1.00
아세아시멘트,A183190,"동사는 2013년 10월 1일에 인적분할을 통하여 시멘트의 제조, 판매 등을 주 영업목적으로 설립되었음. 시멘트 제조에 필수적인 석회석을 향후 145여년 이상 채광할 수 있는 풍부한 매장량과 양질의 석회석 광산을 보유하고 있으며, 초고층 건물에 적합한 고유동 시멘트의 생산으로 기술과 품질 우위에 있음. 산학연대를 통한 제품개발을 통해 시멘트 업계에서 기술우위를 바탕으로 한 선도기업으로 역할을 하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 6.6% 감소, 영업이익은 38.9% 감소, 당기순이익은 96.2% 감소. 건설경기 침체와 코로나19 확산으로 건설사들이 공사 일정을 줄줄이 연기하면서 출하 공백이 생긴 탓에 매출과 영업이익이 감소함.   남은 3분기에도 유독 길게 지속되는 장마와 코로나19 재확산으로 현장이 멈춰 매출증대를 기대하기 어렵다는 전망이 높음.",808,"7,892","1,381,841","7,157","2,038.07","3,242.61",10.62,21.33,19.81,5.59,10.51,7.14,3.53,4.72,4.70,1.97,3.50,1.99,1.03,0.86,1.00
아세아제지,A002310,"골판지원지 등 산업용지를 제조 및 판매하는 사업을 영위하고 있으며, 종속기업을 통하여 골판지 및 골판지 원단/상자 제조업, 재생원료 수집업을 영위함. 경산제지, 제일산업, 유진판지, 에이팩, 에이피, 리싸이클링 등이 연결대상 종속기업임. 주요 고객사는 율촌화학, 롯데알미늄, 삼성그룹, LG그룹, CJ그룹 등임. 매출은 제지 부문 54.5%, 골판지 부문 44% 등으로 구성됨.2020년 6월 전년동기 대비 연결기준 매출액은 0.5% 증가, 영업이익은 10.2% 감소, 당기순이익은 15.4% 감소. 온라인 쇼핑 증가 등으로 인해 매출이 소폭 상승했으나 판관비, 인건비 등 비용이 늘어 수익성은 악화됨. 동사는 소각보일러 및 고형연료보일러를 통해 자체적으로 생산공정에 사용하는 증기를 조달하는 체제를 갖추는 등 원가 경쟁력을 확보하기 위한 시도를 이어가고 있음.",711,"4,901","1,381,841","6,860",784.62,"3,242.61",4.37,20.15,19.81,2.85,7.27,7.14,10.99,2.80,4.70,2.00,2.32,1.99,1.09,0.83,1.00
아시아나IDT,A267850,"동사는 IT서비스 회사로서 항공/운송 관계사(항공 3사, 금호고속) 및 국내 양대 공항공사의 시스템 구축 및 운영 노하우를 기반으로 대외사업을 영위하고 있음.  동사가 선도적 위치에 있는 운송분야에서는 플랫폼 사업을 위한 핵심 요소기술(클라우드, 빅데이터 등) 투자를 확대 중. 주요고객사로 항공부문에서는 아시아나, 에어부산, 에어서울을, 건성/운송에서는 LH공사, SH공사, 민자고소도로법인, 금호산업 등을 보유하고 있음. 2020년 6월 전년동기 대비 별도기준 매출액은 16.3% 감소, 영업이익은 23.1% 증가, 당기순이익 적자전환. 동사 매출은 전년 동기 대비 감소했지만 매출원가 절감 노력에 따라 매출원가가 크게 줄었고 판관비와 인건비 등도 감소하면서 영업이익은 오히려 전년 동기 대비 증가함.  영업이익이 늘었음에도 불구하고 기타 손실 등의 영향으로 인해 당기순이익은 전년 동기 대비 적자전환함.",114,"80,528","1,381,841",-725,"5,162.54","3,242.61",N/A,35.78,19.81,12.51,12.17,7.14,-5.44,6.55,4.70,2.35,1.03,1.99,0.77,0.67,1.00
아시아나항공,A020560,"동사는 1988년 2월 설립됨. 1999년 12월 주식을 KOSDAQ 증권시장에 등록하고, 2008년 3월 한국거래소 유가증권시장에 주식을 이전 상장함. 항공운송사업을 주 목적으로 하며 주요종속회사는 에어부산, 에어서울, 아시아나IDT, 아시아나에어포트, 금호리조트, 금호티앤아이 등이 있음. 정보통신부문에서 항공 3사 및 고속버스 등을 관계사로 보유해 경쟁력 있는 인프라와 전문 인력을 보유함.2020년 6월 전년동기 대비 연결기준 매출액은 37.1% 감소, 영업손실은 129.7% 증가, 당기순손실은 109.9% 증가. 코로나19 확산 사태 지속에 따른 각국의 여행 제한 및 입국 금지로 전 항공산업의 어려움이 가중된 것이 수익성 부진의 원인으로 보임. 동사는 코로나19 사태로 인한 위기 극복을 위하여 자체적인 임직원 고통분담 등을 포함한 비상경영활동을 시행중임.","-4,437","11,408","1,381,841","-3,518","-1,438.47","3,242.61",N/A,N/A,19.81,13.59,9.00,7.14,-90.67,-7.92,4.70, ,0.82,1.99,0.87,0.83,1.00
아이마켓코리아,A122900,"동사는 산업재 B2B 전자상거래를 목적으로 2000년 12월 8일 설립됨. 동사가 영위하고 있는 B2B 전자상거래 사업은 통계청 분류상 '중개자 주도형 B2B 전자상거래'에 해당되며, 취급 품목을 기준으로 하면 '산업재 B2B 전자상거래'에 해당함. 동사는 2000년대 초반부터 현재까지 소모성자재를 주요 품목으로 하고 있으나, 점차 IT, 건자재, 원자재, 부자재, 설비, 서비스 등으로 품목을 확대 중.2020년 6월 전년동기 대비 연결기준 매출액은 8.5% 감소, 영업이익은 16.9% 감소, 당기순이익은 23.9% 감소. 의약품 도매업체와 제약사로부터 의약품을 구매하여 고객사에 납품하고 있으며, 세브란스병원, 중앙대학교병원 외에 신규 고객사를 확보하고자 노력 중. 2020년 1월 이화의료원 산하 병원과 진료재료 공급계약을 체결하여 진료재료 구매대행 사업에도 진출하였으며, 향후 진료재료 사업 확대에 좋은 레퍼런스 될 것임.",520,"56,533","1,381,841",447,"2,581.43","3,242.61",23.27,28.06,19.81,5.97,9.02,7.14,4.31,2.88,4.70,5.77,1.64,1.99,0.76,0.84,1.00
아이에스동서,A010780,"1975년 현대건설 토목사업부로부터 분리, 독립되어 벽제콘크리트로 설립되었으며 2008년 6월 아이에스동서로 상호를 변경하였고 2008년 7월에 일신건설산업과 합병하였음. 동사의 사업은 요업(타일, 위생도기, 비데 외)/콘크리트/건설(토목, 건축공사 및 분양공사 외)/렌탈(산업용 기계 및 장비 임대 외)/해운/기타(임대업, 소지매출, 서비스) 사업부로 구분되어 있음. 2020년 6월 전년동기 대비 연결기준 매출액은 57.3% 증가, 영업이익은 451.1% 증가, 당기순이익은 21.7% 감소. 전분기 대비 매출액이 더욱 신장하였으나, 원가는 상승. 전년대비 영업이익 대폭 증가하였으나 이자비용이 크게 증가하며 당기순이익은 감소. 대형사업장들의 준공으로 인한 외형성장 정체는 고양 덕은 주상복합 등 수도권 사업지 분양 확보로 2020년 이후에는 해소될 것으로 기대.",662,"7,892","1,381,841","2,138","2,038.07","3,242.61",15.41,21.33,19.81,18.21,10.51,7.14,6.10,4.72,4.70,2.12,3.50,1.99,1.06,0.86,1.00
아이에이치큐,A003560,"1962년 설립되어 엔터테인먼트 부문의 매니지먼트, 음반, 드라마 제작과 미디어 부문의 유료방송, 프로그램 공급, 광고대행 등을 영위함. 동사의 종속회사는 (주)썬파워프로, (주)가지컨텐츠가 있고, 관계기업은 영화사청어람(주)와 (주)아이에이치큐두쏠이 있으며, 모두 방송컨텐츠 제작과 관련 있음. 드라마 제작사업과 관련하여 경쟁력 있는 PD와 작가, 연기자의 섭외에 주력하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 24.4% 감소, 영업이익 적자전환, 당기순이익 적자전환. 전년동기대비 매출액은 감소한 반면에 판매비와 관리비는 큰 폭으로 증가하면서 영업이익이 대폭 감소, 적자전환하였음.  동사는 2020년 8월 21일 최대주주인 (주)딜라이브에 확인한 결과 IHQ에 대한 지분매각에 대하여 분리매각 등의 방식을 검토중이며, 현재까지 구체적인 사항은 아직 정해진 바 없다고 밝힘.",-70,"80,528","1,381,841",-453,"5,162.54","3,242.61",N/A,35.78,19.81,6.18,12.17,7.14,-39.04,6.55,4.70, ,1.03,1.99,1.19,0.67,1.00
아주캐피탈,A033660,"1994년 설립된 동사는 자동차금융, 개인금융, 기업금융 등 다양한 여신업무를 취급하고 있으며 주요 종속회사인 아주저축은행은 일반대출 중심의 저축은행업무를 취급함. 1994년 설립된 동사는 자동차금융, 개인금융, 기업금융 등 다양한 여신업무를 취급하고 있으며 주요 종속회사인 아주저축은행은 일반대출 중심의 저축은행업무를 취급함. 자동차금융 부문을 주력으로 다각화된 사업 포트폴리오를 통해 고객의 다양한 니즈에 부합하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 18.8% 증가, 영업이익은 25.3% 증가, 당기순이익은 25.6% 증가. 안전자산인 자동차 금융자산이 전체 60 % 이상을 차지하도록 운영하고 포드코리아와의 전속금융을 비롯하여 전 사업부문에 걸쳐 우량 제휴처와 관계를 유지하고 있음. 당분기 기준 각 사업부문 신규취금액은 할부금융 2,164억원, 리스금융 2,101억원 대출 25,696억원 기술금융및투자금융이 735억원을 시현함.","1,338","421,978","1,381,841","1,765","3,122.72","3,242.61",7.05,8.13,19.81, ,3.31,7.14,12.97,7.07,4.70,5.22,3.54,1.99,0.23,0.85,1.00
알루코,A001780,"1956년 '동양강철공업 주식회사'로 설립하여, 2015년 '주식회사 알루코'로 상호변경함. 알루미늄 압출 제품 등의 제조, 판매를 주요 사업으로 하며, 주요 제품으로는 알루미늄 샤시, 거푸집, 철도차량 내/외장재, LCD-Frame, 커튼월, 자동차 부품 소재 등이 있음. 주요 종속회사인 현대알루미늄(주)는 건설업 및 AL-form 임대업을 주 사업으로 영위, (주)고강알루미늄은 알루미늄 주조, 압출, 가공 공정을 가지고 있음. 2020년 6월 전년동기 대비 연결기준 매출액은 10.3% 증가, 영업이익은 12.4% 증가, 당기순이익은 1751.4% 증가. 알루코는 최근 전기 자동차 급성장과 관련해 고강도, 초경량 부품소재인 전기차 배터리 팩 하우징 분야를 신성장동력으로 삼고 있음. 알루미늄 부품의 중요성이 지속적으로 커지고 있으며 최고의 기술력과 경쟁력을 갖추어 시장을 확대해 나갈 전망임.",122,"58,399","1,381,841",-98,"4,607.24","3,242.61",N/A,14.65,19.81,9.77,6.02,7.14,-3.55,3.24,4.70, ,3.06,1.99,0.93,1.01,1.00
애경산업,A018250,"동사는 1985년 4월 25일 설립되었으며 2018년 3월 22일 유가증권시장에 상장함. 동사의 사업은 크게 화장품 사업부문, 생활용품 사업부문으로 구성되어 있으며 주요 브랜드로는 스파크, 순샘, 울샴푸, 케라시스, 더마앤모어, 2080, 트리오, 리큐, 랩신 등이 있음. 고성장중인 화장품의 생산능력 확대를 위해 프로세스 개선을 위한 신규설비 도입 및 화장품 제조포장시설을 확대할 계획.2020년 6월 전년동기 대비 연결기준 매출액은 16% 감소, 영업이익은 61.1% 감소, 당기순이익은 76.3% 감소. 화장품 부문의 부진으로 매출액과 영업이익이 상당 폭 감소함. 2018년, 2019년 화장품 부문이 매출액의 50.7%, 47.7%를 차지하였으나 2020년 6월 기준 33.0%에 그침. 신성장 채널 중 대형 창고형 매장, H&B 스토어, 편의점 등은 채널 전용 제품을 별도 개발, 입점 확대에 역량을 주력함.",606,"127,272","1,381,841","1,581","2,568.61","3,242.61",17.97,39.30,19.81,10.20,9.52,7.14,12.86,2.71,4.70,1.58,1.32,1.99,0.81,1.00,1.00
애경유화,A161000,"동사 및 종속회사는 석유화학제품 제조를 주사업부문으로 영위하고 있음. 동사의 매출 구성은 시트, 도료, 바닥재 등으로 쓰이는 무스프탈산 및 그 유도품 제품에서 90%의 매출이 발생하고, 알코올 등에서 8% 매출이 발생함. PVC 등 범용플라스틱 제품에 다양하게 첨가되는 첨가제를 개발 및 판매하고 있으며, 고기능성 플라스틱의 원료로 사용되는 다양한 원료 물질 제조기술 개발을 수행하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 19.3% 감소, 영업이익은 8.7% 증가, 당기순이익은 13.7% 증가. 전년동기대비 매출은 줄었으나 원가율 하락과 판관비 절감 노력에 힘입어 영업이익이 증가함. 최근 유럽을 비롯해 세계 각국에서 환경 정채을 강화함에 따라 환경 친화적인 제품의 수요가 증가하는 추세로, 동사는 이같은 요구에 대응하기 위해 친환경 제품과 관련된 연구개발을 통해 실적 개선을 도모할 계획임.",469,"127,272","1,381,841",952,"2,568.61","3,242.61",8.61,39.30,19.81,4.44,9.52,7.14,8.62,2.71,4.70,4.27,1.32,1.99,1.34,1.00,1.00
에넥스,A011090,"동사는 1971년 4월 18일 서일공업사로 설립되어 1995년 7월 8일 상장함. 동사는 주방가구의 제조, 판매를 주된 사업으로 영위하고 있으며 지배회사인 에넥스는 부엌가구, 붙박이장, 인테리어가구 등의 사업을 영위하고 있음. 그 외의 주요 사업내용으로는 주방가구 기기 용품 제조 및 판매업, 수입상품 도소매업, 통신판매업, 실내건축 공사업, 부동산 임대 및 매매업 등이 있음.2020년 6월 전년동기 대비 연결기준 매출액은 41.2% 감소, 영업손실은 0.2% 감소, 당기순손실은 26% 증가. 코로나19로 인한 주택건설 경기 침체로 매출액이 감소하였음. 고정비 부담으로 영업적자가 지속되었고 당기순손실은 더욱 확대되었음.  인테리어 패키지, 리빙가구 등으로 사업 영역을 확대함과 동시에 유통망을 강화해 마켓 쉐어를 넓혀가고 있음. 온라인 사업과 B2C 영업을 확대할 예정임.",-28,"722,211","1,381,841",-61,"4,566.62","3,242.61",N/A,23.63,19.81,29.97,8.14,7.14,-6.42,4.57,4.70, ,1.82,1.99,1.60,1.17,1.00
에스엘,A005850,"동사는 1954년 5월 22일에 삼립자동차공업주식회사로 설립, 2004년 10월 임시주주총회 결의에 의거하여 상호를 삼립 에스엘주식회사로 변경하였음.  OEM납품을 주로 하는 자동차 램프 및 샤시 제품 제조회사이며, 총 16개의 계열회사에서 각종 램프와 샤시, 도어래치, FEM 등을 제조하는 글로벌 자동차 부품 전문기업임.  미국 G.M.社로부터  우수한 업체를 선정하여 시상하는 QSTP AWARD를 22회 수상함.2020년 6월 전년동기 대비 연결기준 매출액은 0% 증가, 영업이익은 47% 감소, 당기순이익은 90.7% 감소. 코로나 사태 장기화에 따른 전방산업 수요 부진으로 동사 영업이익은 큰 폭 감소세를 시현함. 세전 계속 사업이익 감소와 법인세비용 증가로 순이익 또한 대폭 감소. 내수시장 한계 극복 위해 연구개발(R&D)을 위한 투자비율을 더욱 높이고 있고신기술 도입을  지속적으로 추진하고 있으며, 해외영업활동을 강화하고 있음.",436,"86,091","1,381,841","1,921","2,563.84","3,242.61",7.53,17.61,19.81,6.33,10.04,7.14,7.25,3.36,4.70,2.76,1.81,1.99,0.77,0.85,1.00
